,Published,User,Comment,comment_trans,Positive,Negative,Neutral,Compound,comment_clean,klasifikasi,klasifikasi_bayes
378,2023-11-17T12:14:02Z,@thepirate694,"Sebenarnya kasihan liatnya broð¢.... Tapi gimana lagi, kita masih susah.... Anies mau nampung anak2  Palestina gimana? Punya uang....",Actually sorry bro  but what else what else we are still difficult  Anies want to accommodate Palestinian children Have money,0.058,0.177,0.765,-0.4497,actually sorry bro but what else what else we are still difficult anies want to accommodate palestinian children have money,Negatif,Negatif
379,2023-11-17T12:11:40Z,@pinayungan3530,anjiir byk bangett tuh . udah pilih aja cwee nya. klo lakinya suruh pergi lagii,Anjiir really Just choose the cwee if you want to leave again,0.104,0.096,0.8,0.0258,anjiir really just choose the cwee if you want to leave again,Positif,Netral
380,2023-11-17T12:11:30Z,@machoherli4165,Kasih bantuan makan minum..dll. tapi jangan kasih tempat untuk tinggal .seterusnya,Give help to eat drinking  dll but dont give a place to stay,0.134,0.0,0.866,0.2144,give help to eat drinking dll but dont give a place to stay,Netral,Netral
381,2023-11-17T12:09:33Z,@wendyandeka9293,Rakyat aceh harus cerdas. Menerima pengungsi bukan solusi yg tepat. Akan mengundang lebih banyak lagi pengungsi datang ke aceh.,The people of Aceh must be smart Receiving refugees is not the right solution Will invite more refugees to come to Aceh,0.17,0.078,0.752,0.3265,the people of aceh must be smart receiving refugees is not the right solution will invite more refugees to come to aceh,Positif,Positif
382,2023-11-17T12:07:00Z,@ricardonainggolans,Rohingya mah diksh hati malah makan jantungð,Rohingya mah diksh heart even eat heart,0.0,0.0,1.0,0.0,rohingya mah diksh heart even eat heart,Netral,Netral
383,2023-11-17T12:03:52Z,@nursiswanto5754,Tolak semua,Reject all,0.0,0.73,0.27,-0.4019,reject ,Netral,Netral
384,2023-11-17T12:02:04Z,@iskandariskandar9504,Pemerintah harus turun tangan membantu solusinya,The government must intervene to help the solution,0.455,0.0,0.545,0.6124,the government must intervene to help the solut,Netral,Netral
385,2023-11-17T12:01:47Z,@overlord_id2562,"Jangan mau ditipu, warga aceh...<br>HatiÂ² aja sama imigran gelap bahaya",Dont want to be cheated Acehnese citizens  br Just be careful with illegal immigrants,0.077,0.392,0.531,-0.7595,dont want to be cheated acehnese citizens br just be careful with illegal immigr,Negatif,Negatif
386,2023-11-17T11:56:36Z,@banangradja60,Berarti sama dgn warga arab lainnya yg menolak pengngsi arab lainnya..ðð..aulooh memang mooi..!!,Means the same as other Arab citizens who refuse other Arabic designs  aulooh is mooi  ,0.0,0.141,0.859,-0.4184,means the same as other arab citizens who refuse other arabic designs aulooh is mooi,Negatif,Netral
387,2023-11-17T11:52:07Z,@kobarakbar1413,Warga aceh harus tolak..,Acehnese residents must reject ,0.0,0.403,0.597,-0.4019,acehnese residents must reject,Netral,Netral
388,2023-11-17T11:46:03Z,@RChannelst,"Kok bisa gitu sih, tega sekali. Ngomong bela Palestina, saudara yang dekat aja ditolak.",How can that be like that how could I have the heart Speaking of Palestinian defending just a close brother was rejected,0.105,0.139,0.756,-0.2023,how can that be like that how could i have the heart speaking of palestinian defending just a close brother was reject,Netral,Netral
389,2023-11-17T11:45:56Z,@dwikaryanto5459,Tolak saja suatu saaat akan menjadi pnguasa .,Just reject one time it will become a ruler,0.0,0.278,0.722,-0.4019,just reject one time it will become a rul,Netral,Netral
390,2023-11-17T11:44:46Z,@indrisetiani1421,"Warga aceh udah baik, tapi bingung juga kalo harus ngurusin mereka terus, mereka itu banyak dan semakin bertambah karena diindonesia merasa dimakmurkan",Acehnese people are already good but are also confused if they have to take care of them continue,0.258,0.122,0.62,0.5106,acehnese people are already good but are also confused if they have to take care of them continu,Positif,Positif
391,2023-11-17T11:38:12Z,@kalala3859,Waduh,Wow,1.0,0.0,0.0,0.5859,wow,Positif,Netral
392,2023-11-17T11:33:37Z,@aasniati3034,Waspada dgn rohingya mereka nanti ngelunjak,Be aware of the Rohingya they will later support,0.252,0.0,0.748,0.4019,be aware of the rohingya they will later support,Positif,Netral
393,2023-11-17T11:33:18Z,@mfit363,Nanti terjadi seperti malaysia.lamaÂ² nanti rohingya ni besar kepala dan kurang ajar.mahu mintak selayang negeri selangor dimalaysia.sial! mmg patut tentera myanmar bunuh mereka.kurang ajar! Mereka menangis itu semua penipu.. nanti dia akan claim aceh dan mahu aceh! sial ini rohingya! HatiÂ² orang eceh dan indonesia!,It will happen like Malaysia Later the Rohingya will be a big head and insolent MMG should be Myanmars army kill them They cried all fraudsters  later he will claim Aceh and Mahu Aceh Damn this Rohingya Be careful people and Indonesian people,0.074,0.258,0.668,-0.9037,it will happen like malaysia later the rohingya will be a big head and insolent mmg should be myanmars army kill them they cried all fraudsters later he will claim aceh and mahu aceh damn this rohingya be careful people and indonesian peopl,Negatif,Negatif
394,2023-11-17T11:32:15Z,@mackbedunduk1305,Mantab. Mereka punya tanah air nenek moyangnya sendiri..suruh berjuang di tanah airnya. Jangan suka bawa beban modal gombal belaka bedol kota numpang hidup tinggal ambil enaknya saja di negeri orang. Malah bisa jadi bom waktu. Memangya tanah ini milik mamakmu?!<br><br>Perbaiki sikap pikir jiwa raga kalian...BERJUANGLAAHH..!!!,Mantab They have their own homeland the ancestors  all struggle in their homeland Do not like to bring the burden of mere rags of bedol the city of life lives just take delicious in other countries In fact it could be a time bomb Is this land belonging to your mamak,0.061,0.179,0.76,-0.7271,mantab they have their own homeland the ancestors all struggle in their homeland do not like to bring the burden of mere rags of bedol the city of life lives just take delicious in other countries in fact it could be a time bomb is this land belonging to your mamak,Positif,Positif
395,2023-11-17T11:30:51Z,@bojiaztana,"akhirnya kalian merasakan sndri kan,awal2 mreka masuk sudah sering diperingatkan...tapi bagus skrg ud berpikir jernih kalian",Finally you feel Sndri right in the beginning they entered often warned  but good now I think you think clearly,0.285,0.06,0.655,0.7814,finally you feel sndri right in the beginning they entered often warned but good now i think you think clearli,Positif,Positif
396,2023-11-17T11:30:41Z,@hrzakaria,Semoga suatu saat mereka bisa kembali menempati tanah mereka yang pernah dirampas pemerintah myanmar,Hopefully one day they can re occupy their land that has been seized by the Myanmar government,0.144,0.0,0.856,0.4019,hopefully one day they can re occupy their land that has been seized by the myanmar govern,Netral,Netral
397,2023-11-17T11:27:20Z,@agungsetiadi2066,"Orang Indo itu banyak yang blo&#39;on!<br>Saya dukung sikap rakyat Aceh !<br>Rakyat Aceh punya pengalaman buruk dengan pengungsi Rohingnya. Bukan cuma rakyat Aceh tapi juga negara lain yang menampung Rohingnya. Jadibukan asal sesama Islam saja yang dijadikan pertimbangan. <br>Mereka puluhan ribu orang di pemukiman pengungsi di Bangladesh juga tak bekerja, hidup sembarangan dan hanya mengharapkan amal donasi dan rajin beranak.",Many indo people are blooming 39 on br I support the attitude of the people of Aceh Not only the people of Aceh but also other countries that hold Rohingnya So its not only for fellow Muslims that are taken into consideration br They tens of thousands of people in refugee settlements in Bangladesh also did not work live carelessly and only expect donation and diligent charity,0.116,0.0,0.884,0.8044,many indo people are blooming on br i support the attitude of the people of aceh not only the people of aceh but also other countries that hold rohingnya so its not only for fellow muslims that are taken into consideration br they tens of thousands of people in refugee settlements in bangladesh also did not work live carelessly and only expect donation and diligent char,Positif,Positif
398,2023-11-17T11:26:03Z,@IruelIrueldkk-bf1uq,"Usir saja, kalo gak mau bakar",Just get rid of it if you dont want to burn,0.0,0.109,0.891,-0.0572,just get rid of it if you dont want to burn,Netral,Netral
399,2023-11-17T11:25:07Z,@manuk_perkutut,"Tanggung jawabnya siapa ini sebenarnya orang2 rohingya,tiap tahun berjuta2 orang sembarang masuk ke negara orang,,,apa karena kelebihan anak tanpa di batasi tanpa melihat perekonomian mereka di tiap2 harinya ,,, kependudukanya gimana?",The responsibility is who this is actually the Rohingya people every year millions of people just enter peoples countries  is it because of the strengths of children without being limited without seeing their economy every day  how about the population,0.098,0.0,0.902,0.5213,the responsibility is who this is actually the rohingya people every year millions of people just enter peoples countries is it because of the strengths of children without being limited without seeing their economy every day how about the popul,Negatif,Negatif
400,2023-11-17T11:24:25Z,@sibarakoko,"Bagus,,,aku bangga dengan warga aceh",Good  Im proud of Acehnese citizens,0.545,0.0,0.455,0.7184,good im proud of acehnese citizen,Positif,Netral
401,2023-11-17T11:22:05Z,@risma9200,Virus.ada bagus nya dia pergi cari negara lain sudah penuh jakarta sama orang imigran,Virus,0.0,0.0,1.0,0.0,viru,Netral,Netral
402,2023-11-17T11:19:57Z,@blabla2352,Mana ni endrun-endrun yang suka sok paling victim bawa2 kasus rohingya?? Tampung tuh sono ð,Where is this endrunendrun who likes to be the most pretentious to bring Rohingya cases  Accommodate sono ð,0.149,0.0,0.851,0.4871,where is this endrunendrun who likes to be the most pretentious to bring rohingya cases accommodate sono,Positif,Positif
403,2023-11-17T11:18:45Z,@ArifSofyan-hv8sq,"Entar dikasih tempat tinggal di IKN pada kalian pada protes dah. Tanah enga dibawa mati. Bayangkan jika mereka pengungsi dr Palestine, apakah sikap kalian akan sama juga?",Later given a place to live in IKN to you to the protest The land is taken dead Imagine if they were refugees from Palestine would your attitude be the same,0.0,0.184,0.816,-0.743,later given a place to live in ikn to you to the protest the land is taken dead imagine if they were refugees from palestine would your attitude be the sam,Negatif,Negatif
404,2023-11-17T11:15:36Z,@user-ee5mp7uc5b,Kemana UAS dan UAH yg biasanya bersuara lantang bila ada saudara muslim yg teraniaya???,Where is the UAS and UAH which usually speaks loudly if there are Muslim brothers who are persecuted ,0.0,0.136,0.864,-0.4291,where is the uas and uah which usually speaks loudly if there are muslim brothers who are persecut,Negatif,Netral
405,2023-11-17T11:10:40Z,@jonrado,Barokallah semoga Allah melindungi kalian semua,Barokallah may Allah protect you all,0.342,0.0,0.658,0.3818,barokallah may allah protect you ,Netral,Netral
406,2023-11-17T11:09:42Z,@user-rw8nv4ei5j,Woi di tampung lah saudara kita mana otak kalian,Woi is accommodated by our brother where your brain,0.0,0.0,1.0,0.0,woi is accommodated by our brother where your brain,Netral,Netral
407,2023-11-17T11:06:21Z,@imamwahyudi1178,"Saya menyebutnya YAHUDI era kini, dibantu, diberi tempat tapi mengganggu kenyamanan penduduk setempat membuat risih, mirip kan sama YAHUDI?? Pantas disebut YAHUDI",I call it Jewish era now assisted given a place but disturbing the comfort of the local population makes it uncomfortable similar to Jews  Worthy of being called a Jew,0.181,0.209,0.611,-0.2755,i call it jewish era now assisted given a place but disturbing the comfort of the local population makes it uncomfortable similar to jews worthy of being called a jew,Negatif,Negatif
408,2023-11-17T11:05:26Z,@agusstudio7274,Jangan sampe aceh di kuasai sama rohingya,Dont until Aceh is controlled by Rohingya,0.0,0.0,1.0,0.0,dont until aceh is controlled by rohingya,Netral,Netral
409,2023-11-17T11:05:24Z,@user-fp9xg8jl6z,"Kita semua berdoa agar dunia ini Aman dan damai, agar kita bisa hidup tentram.....",We all pray that the world is safe and peaceful so that we can live peacefully ,0.476,0.0,0.524,0.8957,we all pray that the world is safe and peaceful so that we can live peac,Positif,Positif
410,2023-11-17T11:02:18Z,@ahmadsalam1037,Bukannya kita ndak mau nampung klo bertambah terus siap yg tanggung jwb  n mgkn egek negatif dr juga ada.kenapa kok ndak kmalaysia yg nota bini dekat.PBB Kmana selama ini,Its not that we dont want to accommodate if you grow and get ready the responsibility is that there will also be a negative egek,0.088,0.173,0.739,-0.3447,its not that we dont want to accommodate if you grow and get ready the responsibility is that there will also be a negative egek,Negatif,Positif
411,2023-11-17T11:00:16Z,@SardiniSardini-ku8mb,"Awal malapetaka menerima pengungsi yang tidak jelas, jika diterima lama kelamaan mereka akan menguasai tanah yg bukan miliknya seperti Israel!!!",The beginning of the disaster accepts refugees that are unclear if received over time they will control the land that is not like Israel ,0.071,0.281,0.648,-0.7774,the beginning of the disaster accepts refugees that are unclear if received over time they will control the land that is not like israel,Netral,Negatif
412,2023-11-17T10:52:51Z,@thesun4328,"Jangan sampai pajak warga Indonesia dipakai buat kasi makan orang rohingya, mending buat Palestina <br>Karena ga ada bedanya rohingya dengan Bangladesh ð¥",Do not let the tax of Indonesian citizens be used to give the Rohingya eating its better to make Palestine because there is no difference in Rohingya and Bangladesh ð¥,0.088,0.066,0.846,0.1779,do not let the tax of indonesian citizens be used to give the rohingya eating its better to make palestine because there is no difference in rohingya and bangladesh,Positif,Positif
413,2023-11-17T10:52:48Z,@nslog5637,"Banyaknya,,,penduduk indonesia saja sdh  bertumpuk,,,makin tia bertumpuk,,,sengaja tu kapalnya d daratkan d sana,,,sebab malaysia pun sdh tidak mau menampung mereka",Many  Indonesian residents just piled up  the more tia piled up  deliberately the ship was in order there  because Malaysia had not wanted to accommodate them,0.11,0.0,0.89,0.5563,many indonesian residents just piled up the more tia piled up deliberately the ship was in order there because malaysia had not wanted to accommodate them,Positif,Positif
414,2023-11-17T10:50:56Z,@petualang5858,"Bila mereka ingin menetap bantulah,mereka itu manusia mulia,mempertahan kan iman nya walau menderita,kan aceh luas,msh bnyak lahan kosong,misal tepi gunung",If they want to settle they are a noble human maintain their faith even though they suffer the Aceh is vast still many vacant land for example the edge of the mountain,0.189,0.093,0.718,0.3818,if they want to settle they are a noble human maintain their faith even though they suffer the aceh is vast still many vacant land for example the edge of the mountain,Positif,Positif
415,2023-11-17T10:50:24Z,@norazizi3505,"Salut sama pemerintah setempat, bukannya warga Aceh tak mempunyai rasa empati, tapi hal ini dilakukan buat kenyamanan warga Aceh itu sendiri, karena antisipasi sejak dini perlu dilakukan buat menghindari hal hal yg tidak diinginkan.",Salute to the local government instead of Acehnese people do not have a sense of empathy but this is done for the comfort of the people of Aceh itself because early anticipation needs to be done to avoid things that are not desirable,0.101,0.109,0.79,-0.101,salute to the local government instead of acehnese people do not have a sense of empathy but this is done for the comfort of the people of aceh itself because early anticipation needs to be done to avoid things that are not desir,Positif,Positif
416,2023-11-17T10:43:28Z,@keangwooichoo6138,Bukan kerana orang indonesia dan malaysia tak ada perikemanusiaan tetapi puak mereka sudah terlalu ramai menumpang di negara kami. Kotor dan sudah besar kepala nak minta hak,Not because of Indonesians and Malaysia there are no humanity but their poetry has been too crowded in our country Dirty and already big head son ask for rights,0.0,0.168,0.832,-0.6652,not because of indonesians and malaysia there are no humanity but their poetry has been too crowded in our country dirty and already big head son ask for right,Negatif,Positif
417,2023-11-17T10:42:19Z,@TRICERATOPS102,"Yg kemarin kumpul di monas, hai hamba Allah kah?",Yesterday gathered at Monas hi servants of Allah,0.0,0.0,1.0,0.0,yesterday gathered at monas hi servants of allah,Netral,Netral
418,2023-11-17T10:40:57Z,@samsulhuda3395,"Siapa sih mau menerima manusia yg sudah kebingungan mencari tempat tinggal yg aman, semoga dengan berusaha sekuat tenaga mudah2 ada keajaibain dapatcpertolongan dr yg maha kuasa untuk dpt tempat yg layak",Who would accept people who were confused looking for a safe residence hopefully by trying as hard as possible there is a work of being able to be able,0.242,0.109,0.649,0.6705,who would accept people who were confused looking for a safe residence hopefully by trying as hard as possible there is a work of being able to be ,Positif,Negatif
419,2023-11-17T10:40:40Z,@bernhadsaragih4542,"Diterimalah..kan waktu itu juga diterima sama warga aceh, jadi mereka positif thinking sama masyarakat aceh, apalagi CUKONGNYA senang sekali, karena dapat Cuan besar dari bandar di tempat asalnya kalau diterima ð",Received  at that time was also received by the people of Aceh so they were positive thinking with the people of Aceh especially the cukong was very happy because it could be a big cuan from the city in its place if it was received ð,0.152,0.0,0.848,0.8341,received at that time was also received by the people of aceh so they were positive thinking with the people of aceh especially the cukong was very happy because it could be a big cuan from the city in its place if it was receiv,Positif,Positif
420,2023-11-17T10:38:49Z,@oppophone8592,"Mntaap tolak suruh balik ..bahaya ..di mkysia bnyak , mereka ngelunjak  di kasih tumpang ,tapi mau kuasai negara wilayah mlysia ..",Still refuse to be told to return  dangerous  in mkysia many they supported the giving overlapping but want to control the state of the Mlysia region ,0.148,0.112,0.74,0.0387,still refuse to be told to return dangerous in mkysia many they supported the giving overlapping but want to control the state of the mlysia region,Negatif,Negatif
421,2023-11-17T10:38:31Z,@RiniIdrus,Usir mereka cukup sampai dikasih makan terus harus pergi. TNI polri harus kawal mereka sampai keluar aceh,Surround them enough until they were given food and continued to leave TNI Polri must guard them to leave Aceh,0.0,0.118,0.882,-0.1027,surround them enough until they were given food and continued to leave tni polri must guard them to leave aceh,Netral,Netral
422,2023-11-17T10:32:12Z,@ferdizee4941,Warga aceh sudah pintar...jangan sampai tanah aceh di kuasai asing...,Acehnese citizens are smart  Dont let the land of Aceh be controlled by foreigners ,0.153,0.0,0.847,0.4019,acehnese citizens are smart dont let the land of aceh be controlled by foreign,Positif,Netral
423,2023-11-17T10:32:05Z,@OppoA-ki8lk,Betul tu. Kt penddk Aceh lebih baik kasih bantuan dimana negara asal nya kembali aja kesana,Thats right KT Penddk Aceh better give help where the country of origin is just going there,0.272,0.0,0.728,0.6808,thats right kt penddk aceh better give help where the country of origin is just going th,Positif,Netral
424,2023-11-17T10:31:43Z,@jonisortui8986,Uda uda ke jakarta aja banyak saudara seiman di jamarta,Uda Uda to Jakarta many brothers in the faith in Jamarta,0.219,0.0,0.781,0.4215,uda uda to jakarta many brothers in the faith in jamarta,Positif,Netral
425,2023-11-17T10:30:18Z,@KoplakCok-fz4sq,Mensos?ngara hadir dong,Social Minister Ngara is here,0.0,0.0,1.0,0.0,social minister ngara is h,Positif,Netral
426,2023-11-17T10:29:58Z,@Kementhus,Ya jelaslah... bgmnrakyat kita sendiri masih susah hidupnya.. Dinas sosial Bansos. Kemensos ga ada anggaran utk wNA pengungsi ini...,Yes obviously  how are our own difficult life  Social Agency Social Affairs The Ministry of Social Affairs has no budget for this refugee foreigner ,0.086,0.15,0.764,-0.25,yes obviously how are our own difficult life social agency social affairs the ministry of social affairs has no budget for this refugee foreign,Positif,Positif
427,2023-11-17T10:28:58Z,@emaliwara4531,"Inilah kami hanya bisa berkor koar, bela ronghiya, bela Palestina, ternyata cuman bacot doangðððð",This is we can only coar to coar Bela Ronghiya Bela Palestine apparently just bacot,0.0,0.0,1.0,0.0,this is we can only coar to coar bela ronghiya bela palestine apparently just bacot,Positif,Netral
428,2023-11-17T10:27:51Z,@ekaputra1976,Lebih baik membantu menampung warga palestina dari pada rohingya mereka suka berulah dan tidak tau terima kasih.,Its better to help accommodate Palestinians than Rohingya they like to act and dont know thank you,0.349,0.091,0.56,0.7176,its better to help accommodate palestinians than rohingya they like to act and dont know thank i,Positif,Positif
429,2023-11-17T10:27:44Z,@davidofficial2465,ðð sudah mulai sadar,ðð Has started to realize,0.0,0.0,1.0,0.0,has started to r,Netral,Netral
430,2023-11-17T10:25:31Z,@suunaryo1905,AWAASS .<br>Pengungsi dari negara luar akan menjadi lawan warga setempat di masa depan .<br>Seperti ISRAEL KE PALESTINA ..yang akhir&#39;nyh warga lokal di usir dari tempat di mana klahiran&#39;nyah..,Awaass Refugees from foreign countries will be opponents of local residents in the future br Like Israel to Palestine  the end of the local resident is expelled from a place where Klahiran 39,0.07,0.056,0.873,0.128,awaass refugees from foreign countries will be opponents of local residents in the future br like israel to palestine the end of the local resident is expelled from a place where klahiran,Negatif,Negatif
431,2023-11-17T10:24:32Z,@revanevans6960,"Rohingya itu berkembang biak dgn cepat, mereka tdk KB ððð",Rohingya are breeding quickly they are not kb ððð,0.0,0.0,1.0,0.0,rohingya are breeding quickly they are not kb,Positif,Netral
432,2023-11-17T10:24:22Z,@laurac2773,"Walau saya non muslim.. Melihat begini mayoritas anak2 dan perempuan miris sekali.. Mrk lelah terombang ambing dilaut berhari2. Sampai akhirnya di aceh. Tp akhirnya ditolak. Entah yg ditakutkan apa dr masyarakat disana. Tp dr sisi kemanusiaan sungguh sangat menyayat hati. Apapun agamamu smoga Tuhan yg bri jalan, sehingga bisa hidup lebih baik. â¤ AMIN.",Even though I am non Muslim  see this the majority of children and women are very sad  they are tired of being tired of the udder in the sea for days Until finally in Aceh But finally rejected I dont know what people are afraid of the people there But from the human side is really very heartbreaking Whatever your religion I hope God is the way that can live better â¤ Amin,0.115,0.172,0.713,-0.6191,even though i am non muslim see this the majority of children and women are very sad they are tired of being tired of the udder in the sea for days until finally in aceh but finally rejected i dont know what people are afraid of the people there but from the human side is really very heartbreaking whatever your religion i hope god is the way that can live better amin,Negatif,Positif
433,2023-11-17T10:21:15Z,@maxblankAE,Suruh teruskan z k malaysia ð,Tell me to continue Z Malaysia ð,0.0,0.0,1.0,0.0,tell me to continue z malaysia,Netral,Netral
434,2023-11-17T10:20:17Z,@kleberson777,hati2. bljr dari Malaysia. salah2 nanti belasan atau puluhan tahun ke depannya mereka bisa klaim tanah kita.,Be careful BLJR from Malaysia Wrong later dozens or decades in the next time they can claim our land,0.074,0.143,0.783,-0.3612,be careful bljr from malaysia wrong later dozens or decades in the next time they can claim our land,Negatif,Negatif
435,2023-11-17T10:12:24Z,@user-hi4bf8ny8p,"Pemerintah kmn tuh,kok gak menanggulangi.jgn smp kyk malaysia",The government is like how come it doesnt overcome the Malaysian junior high school,0.161,0.0,0.839,0.3612,the government is like how come it doesnt overcome the malaysian junior high school,Positif,Netral
436,2023-11-17T10:09:52Z,@userhehe1212,Wah belum lagi nanti pengungsi afganistan iran irak suriah yaman dan palestina...bisa hilang ketimpa orang asing aceh,Wow not to mention that later Iranian Afghan Iraqi refugees Syria Yemen and Palestine  can be lost to the foreigners of Aceh,0.14,0.085,0.775,0.3612,wow not to mention that later iranian afghan iraqi refugees syria yemen and palestine can be lost to the foreigners of aceh,Positif,Positif
437,2023-11-17T10:06:39Z,@periscope7442,Lo yang bikin anak....kog jadi aku yang urus!!!!!!!!,You are the one who makes children  kog so I take care of it ,0.249,0.0,0.751,0.6855,you are the one who makes children kog so i take care of it,Netral,Netral
438,2023-11-17T10:04:55Z,@jeffreycezar5450,Mereka sebaiknya dikembalikan saja ke negeri asal mereka yakni Bangladesh,They should just be returned to their home country namely Bangladesh,0.0,0.0,1.0,0.0,they should just be returned to their home country namely bangladesh,Netral,Netral
439,2023-11-17T09:59:40Z,@user-sg7bx4yh1h,Kayak pengungsi Palestina di Jordania malah mau mengkudeta pemerintah negara tuan rumah Black September 1970 sinting emang arab islam,Like Palestinian refugees in Jordan even want to coup the government of the host of Black in September 1970 the synthes,0.167,0.0,0.833,0.4215,like palestinian refugees in jordan even want to coup the government of the host of black in september the synth,Negatif,Negatif
440,2023-11-17T09:59:23Z,@YaniYani-bq8vj,Perbatasan aceh hrus di jaga ketat. Byk org asing berlayar kesana..,The Aceh Hrus border is tightly guarded Byk strangers sail there ,0.0,0.0,1.0,0.0,the aceh hrus border is tightly guarded byk strangers sail th,Positif,Netral
441,2023-11-17T09:54:52Z,@dedirohendi8700,"Namanya juga tamu ya, kalau sudah kuat lagi silahkan lanjutkan perjalanan",The name is also a guest yes if its strong again please continue the trip,0.43,0.0,0.57,0.8074,the name is also a guest yes if its strong again please continue the trip,Positif,Netral
442,2023-11-17T09:52:14Z,@lizanoor,"Indonesia banyak pulau tak bertuan.Daripada dijual oknum, tampung saja penghuni Rohingya.",Indonesia has many unmanned islands From the sale of people just accommodate the Rohingya residents,0.0,0.0,1.0,0.0,indonesia has many unmanned islands from the sale of people just accommodate the rohingya resid,Positif,Positif
443,2023-11-17T09:45:49Z,@donijawir1700,Tolong bantu semampunya saja..sudah banyak contoh dikasih hati minta  jantung ..balikkan saja kenegara asalnya jangan sampai menyesal.,Please help me as much as possible  there are many examples given the heart to ask for a heart  just reverse the country of origin dont regret it,0.22,0.0,0.78,0.7455,please help me as much as possible there are many examples given the heart to ask for a heart just reverse the country of origin dont regret it,Positif,Positif
444,2023-11-17T09:45:37Z,@user-nv4hk5gu3e,"Beda perlakuan umat Islam antara bangsa Palestina dan Rohingya. Karena orang Palestina itu putih2, mancung, pirang dan cantik2 wanitanya dibandingkan bangsa ROhingya yg hitam2, wajah gak beda dengan kita. Bisa dilihat tidak ada satu pun relawan Indonesia yang mau pergi ke Rohingya di Myanmar, karena malas sekali kan dapat istri mirip di kampung halaman tapi kulit hitam. Jadi harap maklum perlakukan kami pun beda, itu manusiawi sekali.",Different treatment of Muslims between the Palestinian and Rohingya Because the Palestinians are white sharp blonde and beautiful women compared to the black Rohingya the face is not different from us It can be seen that no Indonesian volunteers want to go to Rohingya in Myanmar because its lazy to get a wife similar to his hometown but blacks So please understand that our treatment is different its very humane,0.094,0.045,0.861,0.5632,different treatment of muslims between the palestinian and rohingya because the palestinians are white sharp blonde and beautiful women compared to the black rohingya the face is not different from us it can be seen that no indonesian volunteers want to go to rohingya in myanmar because its lazy to get a wife similar to his hometown but blacks so please understand that our treatment is different its very human,Positif,Positif
445,2023-11-17T09:40:34Z,@wisnuharisasongko633,USIR,Surround,0.0,0.0,1.0,0.0,surround,Netral,Netral
446,2023-11-17T09:39:10Z,@losskontak8560,Pendatang rohingya .awalnya manis lama2 pijak tuan rumah macam di malaysia,Rohingya migrants Initially sweet and long the host massage in Malaysia,0.231,0.0,0.769,0.4588,rohingya migrants initially sweet and long the host massage in malaysia,Positif,Netral
447,2023-11-17T09:31:20Z,@Pengangguran_kelas_berat,Lah gimana kan sudara seiman,How about the siblings in the faith,0.318,0.0,0.682,0.4215,how about the siblings in the faith,Netral,Netral
448,2023-11-17T09:31:05Z,@harjonosuryoatmojo4364,"Sungguh mulia, Rohingya dan Aceh adalah Bengali,, ayo Aceh tolong saudaramu!!!walaupun nanti kamu ganti ditikam dari belakang,,, ð¢",Really noble Rohingya and Aceh are Bengali  Come on Aceh please help your brother  Even though later you will replace it from behind  ð¢,0.276,0.0,0.724,0.8469,really noble rohingya and aceh are bengali come on aceh please help your brother even though later you will replace it from behind,Positif,Positif
449,2023-11-17T09:28:30Z,@bonnylumanauw,"Ketika kita tahu bagaimana berbuat baik tapi tidak melakukannya,maka kita BERDOSA!",When we know how to do good but do not do it then we sin,0.097,0.258,0.645,-0.6419,when we know how to do good but do not do it then we sin,Positif,Netral
450,2023-11-17T09:15:58Z,@MRCHANNEL2123,iya sih nanti takutnya kaya malaysia yg sekarang hampir di kuasai vrindavan ð®,Yes I will be afraid that it will be like Malaysia which is now almost controlled by Vrindavan ð®,0.245,0.0,0.755,0.6369,yes i will be afraid that it will be like malaysia which is now almost controlled by vrindavan,Negatif,Netral
451,2023-11-17T09:15:14Z,@Komang-yy3nw,Nanti jadi habib semua,Later so habib all,0.0,0.0,1.0,0.0,later so habib ,Netral,Netral
452,2023-11-17T09:15:13Z,@user-wn5tj9id2b,"Yaallah tolong bantulah saudara kita ini,sedihnya,kpd pemerintah tolong carilah kebijakan buat para pengungsi rohingya",Yaallah please help our brother sadly to the government please look for policies for the Rohingya refugees,0.316,0.121,0.563,0.5423,yaallah please help our brother sadly to the government please look for policies for the rohingya refug,Negatif,Netral
453,2023-11-17T09:14:55Z,@Aan-el7se,"Bantulah wahai para konglomerat niscaya harta kekayaanmu malah ditambahkan lebih melimpah ruah asalkan membantunya ikhlas karena ALLOH semata rahasia didalam hati, agar para konglomerat bisa matinya masuk Surga..semoga..Aamiin...dengar..lihat dan ulurkan tanganmu keluarkan zakatmu atas nama ALLOH SWT TUHAN Semua Manusia.",Help O conglomerates surely your wealth is added to the abundance as long as it helps him sincerely because Allah is just a secret in the heart so that the conglomerates can die into heaven  hopefully  aiin  listen  see and tell your hand out your zakat on behalf of Allah SWT God all humans,0.341,0.052,0.608,0.9633,help o conglomerates surely your wealth is added to the abundance as long as it helps him sincerely because allah is just a secret in the heart so that the conglomerates can die into heaven hopefully aiin listen see and tell your hand out your zakat on behalf of allah swt god all human,Positif,Positif
454,2023-11-17T09:14:42Z,@zaenalnduwok4976,Kok bisa terdampar di Indonesia ya.....,How come it can be stranded in Indonesia ,0.0,0.0,1.0,0.0,how come it can be stranded in indonesia,Netral,Netral
